CP,Colonia,RACH-F,RAN-F,RAT-F,RDV-F,RCV-F,RACH-S,RAN-S,RAT-S,RDV-S,RCV-S,Fecha
37380,Independencia,0,0,0,0,0,0,0,0,0,0,1/2025
37225,Independencia Infonavit,0,0,0,0,0,0,0,0,0,0,1/2025
37340,Industrial (Hab.),0,2,0,0,2,0,0,0,0,0,1/2025
37297,Industrial Brisas del Campo,0,0,0,0,0,0,0,0,0,0,1/2025
37200,Industrial del Norte,0,4,0,0,2,0,0,0,0,0,1/2025
37545,Industrial Delta,0,0,0,0,0,0,0,0,0,0,1/2025
37438,Industrial Génesis,0,0,0,2,6,0,0,0,0,0,1/2025
37147,Industrial Hidalgo,0,0,0,0,0,0,0,0,0,0,1/2025
37457,Industrial Juárez,0,0,0,0,0,0,0,0,0,0,1/2025
37290,Industrial Julián de Obregón,0,0,0,0,0,0,0,0,0,0,1/2025
37297,Industrial La Capilla,0,4,0,0,0,0,0,0,0,0,1/2025
37290,Industrial las Cruces,0,0,0,0,0,0,0,0,0,0,1/2025
37438,Industrial Pamplona,0,0,0,0,0,0,0,0,0,0,1/2025
37443,Industrial San Crispín,0,0,0,0,0,0,0,0,0,0,1/2025
37438,Industrial San Jorge,0,0,0,0,0,0,0,0,0,0,1/2025
37439,Industrial Santa CROCCE,0,0,0,0,0,0,0,0,0,0,1/2025
37290,Industrial Santa Julia,0,0,0,0,0,0,0,0,0,0,1/2025
37168,Insurgentes,0,0,0,0,0,0,0,0,0,0,1/2025
37400,Islas de León,0,0,0,0,0,0,0,0,0,0,1/2025
37530,Jaime Nunó,0,0,0,0,0,0,0,0,0,0,1/2025
37538,Jardín Delta,0,0,0,0,0,0,0,0,0,0,1/2025
37548,Jardines de Andalucía,0,0,0,0,0,0,0,0,0,0,1/2025
37100,Jardines de Echeveste,0,0,0,0,0,0,0,0,0,0,1/2025
37530,Jardines de Jerez,0,4,0,0,0,0,0,0,0,0,1/2025
37530,Jardines de Jerez II,0,0,0,0,0,0,0,0,0,0,1/2025
37530,Jardines de Jerez III,0,0,0,0,2,0,0,0,0,0,1/2025
37530,Jardines de la Bufa,0,0,0,0,0,0,0,0,0,0,1/2025
37536,Jardines de La Pradera,0,0,0,0,2,0,0,0,0,0,1/2025
37109,Jardines de la Presa,0,0,0,0,0,0,0,0,0,0,1/2025
37210,Jardines de Los Naranjos,4,2,0,2,8,0,0,0,0,0,1/2025
37294,Jardines de Los Reyes,0,0,0,0,0,0,0,0,0,0,1/2025
37238,Jardines de Maravillas,0,0,0,0,0,0,0,0,0,0,1/2025
37257,Jardines de Oriente,0,0,0,0,0,0,0,0,0,0,1/2025
37230,Jardines de Providencia,0,0,0,0,0,0,0,0,0,0,1/2025
37295,Jardines de San Juan,0,0,0,0,0,0,0,0,0,0,1/2025
37460,Jardínes de San Miguel,0,0,0,0,0,0,0,0,0,0,1/2025
37477,Jardines de San Miguelito,0,0,0,0,0,0,0,0,0,0,1/2025
37288,Jardines de San Pedro,0,0,0,0,0,0,0,0,0,0,1/2025
37459,Jardines de San Sebastián,0,0,0,0,0,0,0,0,0,0,1/2025
37296,Jardines de Santa Fe,0,0,0,0,0,0,0,0,0,0,1/2025
37530,Jardines de Santa Julia,0,0,0,0,2,0,0,0,0,0,1/2025
37544,Jardines de Versalles,2,0,0,0,0,0,0,0,0,0,1/2025
37200,Jardines del Bosque,0,0,0,0,0,0,0,0,0,0,1/2025
37128,Jardines del Campestre,0,0,0,0,0,0,0,0,0,0,1/2025
37160,Jardines del Moral,0,4,0,0,4,0,0,0,0,0,1/2025
37548,Jardines del Río,0,0,0,0,0,0,0,0,0,0,1/2025
37235,Jardines del Sol,0,0,0,0,0,0,0,0,0,0,1/2025
37118,Jardines del Valle,0,0,0,0,0,0,0,0,0,0,1/2025
37238,Jardines Lomas de Medina,0,0,0,0,0,0,0,0,0,0,1/2025
37570,Jesús de Nazaret,0,0,0,0,0,0,0,0,0,0,1/2025
37538,Jesús María,0,0,0,0,0,0,0,0,0,0,1/2025
37296,Jesús María (El Vergel),0,0,0,0,0,0,0,0,0,0,1/2025
37410,John F Kennedy,0,0,0,0,0,0,0,0,0,0,1/2025
37353,Jol-gua-ber,0,2,0,0,2,0,0,0,0,0,1/2025
37260,Josefina,0,0,0,0,0,0,0,0,0,0,1/2025
37355,Joyas de Castilla,0,0,0,0,0,0,0,0,0,0,1/2025
37355,Joyas de Castilla Plus,0,2,0,0,2,0,0,0,0,0,1/2025
37355,Joyas de La Loma,0,0,0,0,0,0,0,0,0,0,1/2025
37399,Juan Valle,0,0,0,0,0,0,0,0,0,0,1/2025
37170,Julián Carrillo,0,0,0,0,0,0,0,0,0,0,1/2025
37669,Katania,0,0,0,0,0,0,0,0,0,0,1/2025
37260,Killian,0,0,0,0,0,0,0,0,0,0,1/2025
37260,Killian II,0,0,0,2,0,0,0,0,0,0,1/2025
37170,La Antiqua,2,0,0,0,0,0,0,0,0,0,1/2025
37687,La Arcina,0,0,0,0,0,0,0,0,0,0,1/2025
37240,La Brisa,0,0,0,0,0,0,0,0,0,0,1/2025
37290,La Campiña,0,0,0,0,0,0,0,0,0,0,1/2025
37690,La Campiña del Bosque,0,0,0,0,0,0,0,0,0,0,1/2025
37665,La Cañada,0,0,0,0,0,0,0,0,0,0,1/2025
37260,La Candelaria,0,0,0,0,0,0,0,0,0,0,1/2025
37178,La Cantera,0,0,0,0,0,0,0,0,0,0,1/2025
37670,La Cantera (Ejido Duarte),0,0,0,0,0,0,0,0,0,0,1/2025
37233,La Capilla de Alfaro,0,0,0,0,0,0,0,0,0,0,1/2025
37250,La Carmona,0,2,0,0,2,0,0,0,0,0,1/2025
37683,La Cieneguita,2,0,0,0,0,0,0,0,0,0,1/2025
37207,La Cima de León,0,0,0,0,0,0,0,0,0,0,1/2025
37687,La Cinta,0,0,0,0,0,0,0,0,0,0,1/2025
37440,La Condesa,0,0,0,0,0,0,0,0,0,0,1/2025
37688,La Correa (San Antonio del Monte),0,0,0,0,0,0,0,0,0,0,1/2025
37358,La Ermita,0,2,0,0,2,0,0,0,0,0,1/2025
37470,La Escondida,0,2,0,0,2,0,0,0,0,0,1/2025
37660,La Esmeralda,0,0,0,0,0,0,0,0,0,0,1/2025
37179,La Esperanza,0,0,0,0,0,0,0,0,0,0,1/2025
37233,La Esperanza de Alfaro,0,0,0,0,0,0,0,0,0,0,1/2025
37538,La Esperanza de Jerez,0,0,0,0,0,0,0,0,0,0,1/2025
37687,La Estancia de la Sandía,0,0,0,0,0,0,0,0,0,0,1/2025
37670,La Falda del Picacho (El Arroyo de la Mora),0,0,0,0,0,0,0,0,0,0,1/2025
37470,La Floresta,0,0,0,0,0,0,0,0,0,0,1/2025
37190,La Florida,2,0,0,0,0,0,0,0,0,0,1/2025
37669,La Foresta,0,0,0,0,0,0,0,0,0,0,1/2025
37357,La Fragua,0,0,0,0,0,0,0,0,0,0,1/2025
37549,La Gloria,0,0,0,0,0,0,0,0,0,0,1/2025
37178,La Hacienda,0,0,0,0,0,0,0,0,0,0,1/2025
37295,La Hacienda de León Residencial y Golf,0,0,0,0,0,0,0,0,0,0,1/2025
37289,La Haciendita,0,0,0,0,0,0,0,0,0,0,1/2025
37170,La Herradura,0,2,0,0,2,0,0,0,0,0,1/2025
37685,La Huaracha,0,0,0,0,0,0,0,0,0,0,1/2025
37209,La India,0,0,0,0,0,0,0,0,0,0,1/2025
37358,La Joya,4,4,0,0,2,0,0,0,0,0,1/2025
37670,La Laborcita,2,0,0,0,0,0,0,0,0,0,1/2025
37106,La Lagunita,0,0,0,0,0,0,0,0,0,0,1/2025
37664,La Loma,0,0,0,0,0,0,0,0,0,0,1/2025
37209,La Lomita,0,0,0,0,0,0,0,0,0,0,1/2025
37434,La Lucita,0,0,0,0,0,0,0,0,0,0,1/2025
37458,La Luz,0,2,0,0,2,0,0,0,0,0,1/2025
37683,La Luz (El Copete),0,0,0,0,0,0,0,0,0,0,1/2025
37180,La Margarita,0,0,0,0,0,0,0,0,0,0,1/2025
37100,La Marina,0,0,0,0,0,0,0,0,0,0,1/2025
37359,La Marquesa,0,0,0,0,0,0,0,0,0,0,1/2025
37500,La Martinica,0,0,0,0,0,0,0,0,0,0,1/2025
37120,La Medalla,0,0,0,0,0,0,0,0,0,0,1/2025
37364,La Merced (Ramírez García),0,0,0,0,0,0,0,0,0,0,1/2025
37664,La Mora,0,0,0,0,0,0,0,0,0,0,1/2025
37267,La Mora (cruz de Cantera),0,0,0,0,0,0,0,0,0,0,1/2025
37664,La Mora Alta,0,0,0,0,0,0,0,0,0,0,1/2025
37570,La Moreña,0,0,0,0,2,0,0,0,0,0,1/2025
37207,La Nopalera,0,0,0,0,0,0,0,0,0,0,1/2025
37109,La Noria,0,0,0,0,0,0,0,0,0,0,1/2025
37358,La Nueva Ermita,0,0,0,0,0,0,0,0,0,0,1/2025
37667,La Nueva Estancia (La Floreña),0,0,0,0,0,0,0,0,0,0,1/2025
37359,La Ordeña,0,0,0,0,0,0,0,0,0,0,1/2025
37696,La Patiña,0,0,0,0,0,0,0,0,0,0,1/2025
37288,La Pechuga,0,0,0,0,0,0,0,0,0,0,1/2025
37207,La Pera,0,0,0,0,0,0,0,0,0,0,1/2025
37355,La Perlita,0,0,0,0,0,0,0,0,0,0,1/2025
37414,La Piedrera,0,0,0,0,0,0,0,0,0,0,1/2025
37235,La Pirámide,0,0,0,0,0,0,0,0,0,0,1/2025
37440,La Piscina,0,0,0,0,0,0,0,0,0,0,1/2025
37444,La Piscina CTM,0,0,0,0,0,0,0,0,0,0,1/2025
37179,La Placita,0,0,0,0,0,0,0,0,0,0,1/2025
37109,La Pradera,0,0,0,0,0,0,0,0,0,0,1/2025
37358,La Presa de la Joya,0,0,0,0,0,0,0,0,0,0,1/2025
37673,La Providencia,0,0,0,0,0,0,0,0,0,0,1/2025
37178,La Puerta de Hierro,0,0,0,0,0,0,0,0,0,0,1/2025
37669,La Querencia,0,0,0,0,0,0,0,0,0,0,1/2025
37538,La Raza,0,0,0,0,0,0,0,0,0,0,1/2025
37665,La Reserva,0,0,0,0,0,0,0,0,0,0,1/2025
37547,La Rosa Amarilla,0,0,0,0,0,0,0,0,0,0,1/2025
37207,La Santa Cruz,0,0,0,0,0,0,0,0,0,0,1/2025
37687,La Sardina,0,0,0,0,0,0,0,0,0,0,1/2025
37207,La Selva,0,0,0,0,0,0,0,0,0,0,1/2025
37664,La Soledad,0,0,0,0,0,0,0,0,0,0,1/2025
37294,La Tinaja,0,0,0,0,0,0,0,0,0,0,1/2025
37693,La Valenciana,0,0,0,0,0,0,0,0,0,0,1/2025
37664,La Venta,0,0,0,0,0,0,0,0,0,0,1/2025
37290,La Vigatta,0,0,0,0,0,0,0,0,0,0,1/2025
37140,La Virgen,0,0,0,0,0,0,0,0,0,0,1/2025
37536,La Yesca,2,0,0,0,2,0,0,0,0,0,1/2025
37539,Ladera de Jerez,0,0,0,0,0,0,0,0,0,0,1/2025
37207,Laderas de Ibarrilla,0,0,0,0,0,0,0,0,0,0,1/2025
37680,Ladrilleras del Refugio,0,0,0,0,0,0,0,0,0,0,1/2025
37238,Lagos de Medina,0,0,0,0,0,0,0,0,0,0,1/2025
37125,Lagos del Campestre,0,0,0,0,0,0,0,0,0,0,1/2025
37669,Lagunillas,0,0,0,0,0,0,0,0,0,0,1/2025
37118,Las Águilas,0,0,0,0,0,0,0,0,0,0,1/2025
37179,Las Alamedas,0,0,0,0,0,0,0,0,0,0,1/2025
37390,Las Américas,0,0,0,0,0,0,0,0,0,0,1/2025
37480,Las Arboledas,0,0,0,0,0,0,0,0,0,0,1/2025
37107,Las Arrayanes II,0,0,0,0,0,0,0,0,0,0,1/2025
37358,Las Camelinas,0,0,0,0,0,0,0,0,0,0,1/2025
37689,Las Cinco Llagas,0,0,0,0,0,0,0,0,0,0,1/2025
37673,Las Coloradas,0,0,0,0,0,0,0,0,0,0,1/2025
37670,Las Delgadas Cinco (Ejido Duarte),0,0,0,0,0,0,0,0,0,0,1/2025
37290,Las Flores,0,0,0,0,0,0,0,0,0,0,1/2025
37270,Las Fuentes,0,0,0,0,0,0,0,0,0,0,1/2025
37278,Las Fuentes de San Pedro,0,0,0,0,0,0,0,0,0,0,1/2025
37276,Las Glorias,0,0,0,0,0,0,0,0,0,0,1/2025
37407,Las Hilamas,0,2,0,0,0,0,0,0,0,0,1/2025
37430,Las Huertas,0,0,0,0,0,0,0,0,0,0,1/2025
37696,Las Ladrilleras,0,0,0,0,0,0,0,0,0,0,1/2025
37419,Las Mandarinas,0,0,0,0,0,0,0,0,0,0,1/2025
37179,Las Mansiones Residencial,0,0,0,0,0,0,0,0,0,0,1/2025
37468,Las Margaritas,0,0,0,0,0,0,0,0,0,0,1/2025
37425,Las Palmas,0,0,0,0,0,0,0,0,0,0,1/2025
37683,Las Palomas,0,0,0,0,0,0,0,0,0,0,1/2025
37207,Las Presitas,0,0,0,0,0,0,0,0,0,0,1/2025
37207,Las Presitas del Consuelo,0,0,0,0,0,0,0,0,0,0,1/2025
37207,Las Presitas II,0,0,0,0,0,0,0,0,0,0,1/2025
37125,Las Quintas,0,0,0,0,0,0,0,0,0,0,1/2025
37279,Las Rosas,0,0,0,0,0,0,0,0,0,0,1/2025
37557,Las Sendas,0,0,0,0,0,0,0,0,0,0,1/2025
37667,Las Tablas de Santa Rosa (Ignacio González),0,0,0,0,0,0,0,0,0,0,1/2025
37109,Las Tiritas,0,0,0,0,0,0,0,0,0,0,1/2025
37697,Las Toronjas,0,0,0,0,0,0,0,0,0,0,1/2025
37355,Las Torres,0,0,0,0,0,0,0,0,0,0,1/2025
37204,Las Torres de Santa Rosa,0,0,0,0,0,0,0,0,0,0,1/2025
37227,Las Trojes,0,6,0,0,2,0,0,0,0,0,1/2025
37295,Las Villas,0,0,0,0,0,0,0,0,0,0,1/2025
37660,Latinoamericana,0,0,0,0,0,0,0,0,0,0,1/2025
37207,Laureles de La Selva,0,0,0,0,0,0,0,0,0,0,1/2025
37260,Laureles Vallarta,0,0,0,0,0,0,0,0,0,0,1/2025
37235,León I,0,2,0,0,4,0,0,0,0,0,1/2025
37408,León II,2,0,0,0,0,0,0,0,0,0,1/2025
37480,León Moderno,0,8,0,2,2,0,0,0,0,0,1/2025
37548,Libertad,0,0,0,0,2,0,0,0,0,0,1/2025
37230,Linares,0,0,0,0,0,0,0,0,0,0,1/2025
37300,Lindavista,0,0,0,0,0,0,0,0,0,0,1/2025
37420,Loma Bonita,0,2,0,0,2,0,0,0,0,0,1/2025
37683,Loma de los Sauces,0,0,0,0,0,0,0,0,0,0,1/2025
37359,Loma Dorada,0,0,0,0,0,0,0,0,0,0,1/2025
37690,Loma Griega,0,0,0,0,0,0,0,0,0,0,1/2025
37538,Loma Hermosa,0,0,0,0,0,0,0,0,0,0,1/2025
37419,Loma Real,0,0,0,0,0,0,0,0,0,0,1/2025
37295,Loma Verde,0,0,0,0,0,0,0,0,0,0,1/2025
37368,Lomas de Arbide,0,4,0,0,0,0,0,0,0,0,1/2025
37683,Lomas de Comanjilla,0,0,0,0,0,0,0,0,0,0,1/2025
37358,Lomas de Contreras,0,0,0,0,0,0,0,0,0,0,1/2025
37208,Lomas de Echeveste,0,0,0,0,2,0,0,0,0,0,1/2025
37134,Lomas de Gran Jardín,0,0,0,0,0,0,0,0,0,0,1/2025
37209,Lomas de Guadalupe,0,0,0,0,0,0,0,0,0,0,1/2025
37207,Lomas de Ibarrilla,0,0,0,0,0,0,0,0,0,0,1/2025
37538,Lomas de Jerez,2,0,0,0,0,0,0,0,0,0,1/2025
37680,Lomas de la Loza,0,0,0,0,0,0,0,0,0,0,1/2025
37353,Lomas de La Paz,0,0,0,0,0,0,0,0,0,0,1/2025
37440,Lomas de La Piscina,0,0,0,0,0,0,0,0,0,0,1/2025
37105,Lomas de La Presa,0,0,0,0,0,0,0,0,0,0,1/2025
37207,Lomas de la Selva,0,0,0,0,0,0,0,0,0,0,1/2025
37300,Lomas de La Trinidad,0,0,0,0,0,0,0,0,0,0,1/2025
37353,Lomas de Las Hilamas,0,0,0,0,0,0,0,0,0,0,1/2025
37207,Lomas de Las Presitas,0,0,0,0,0,0,0,0,0,0,1/2025
37209,Lomas de Los Castillos,0,0,0,0,0,0,0,0,0,0,1/2025
37238,Lomas de los Naranjos,0,0,0,0,0,0,0,0,0,0,1/2025
37415,Lomas de los Olivos,0,0,0,0,0,0,0,0,0,0,1/2025
37667,Lomas de los Sapos,0,0,0,0,0,0,0,0,0,0,1/2025
37238,Lomas de Medina,0,0,0,0,0,0,0,0,0,0,1/2025
37547,Lomas de San Carlos,0,0,0,0,0,0,0,0,0,0,1/2025
37357,Lomas de San José de la Joya,0,0,0,0,0,0,0,0,0,0,1/2025
37150,Lomas del Campestre,0,0,0,2,0,0,0,0,0,0,1/2025
37353,Lomas del Condado,0,0,0,0,0,0,0,0,0,0,1/2025
37353,Lomas del Edén,0,0,0,0,0,0,0,0,0,0,1/2025
37358,Lomas del Mirador,0,2,0,0,2,0,0,0,0,0,1/2025
37408,Lomas del Pedregal,0,0,0,0,0,0,0,0,0,0,1/2025
37358,Lomas del Refugio,0,0,0,0,0,0,0,0,0,0,1/2025
37355,Lomas del Sol,0,0,0,0,0,0,0,0,0,0,1/2025
37683,Lomas del Suspiro,0,0,0,0,0,0,0,0,0,0,1/2025
37400,Lomas del Valle,0,0,0,0,0,0,0,0,0,0,1/2025
37330,Lomas Vista Hermosa Sur,0,2,0,0,2,0,0,0,0,0,1/2025
37358,Lombardía Residencial,0,0,0,0,0,0,0,0,0,0,1/2025
37547,Loreto Residencial,0,0,0,0,0,0,0,0,0,0,1/2025
37204,Los Abedules,0,0,0,0,0,0,0,0,0,0,1/2025
37547,Los Agaves,0,0,0,0,0,0,0,0,0,0,1/2025
37460,Los Aguacates,0,0,0,0,0,0,0,0,0,0,1/2025
37683,Los Álamos (Rincón de Patiño),0,0,0,0,0,0,0,0,0,0,1/2025
37655,Los Alisos,0,0,0,0,0,0,0,0,0,0,1/2025
37128,Los Alpes Residencial,0,0,0,0,0,0,0,0,0,0,1/2025
37258,Los Ángeles,0,0,0,0,0,0,0,0,0,0,1/2025
37689,Los Arcos,0,0,0,0,0,0,0,0,0,0,1/2025
37209,Los Arrayanes,0,0,0,0,0,0,0,0,0,0,1/2025
37170,Los Carcamos,0,0,0,0,0,0,0,0,0,0,1/2025
37209,Los Castillos,0,0,0,0,0,0,0,0,0,0,1/2025
37149,Los Cedros,0,0,0,0,0,0,0,0,0,0,1/2025
37109,Los Colorines,0,0,0,0,0,0,0,0,0,0,1/2025
37390,Los Fresnos,0,2,0,0,2,0,0,0,0,0,1/2025
37266,Los Gavilanes,0,0,0,2,0,0,0,0,0,0,1/2025
37544,Los Héroes León,2,0,0,0,2,0,0,0,0,0,1/2025
37683,Los Jacales (La Loma),0,0,0,0,0,0,0,0,0,0,1/2025
37446,Los Laureles,0,0,0,0,0,0,0,0,0,0,1/2025
37448,Los Limones,0,0,0,0,0,0,0,0,0,0,1/2025
37680,Los López,0,0,0,0,0,0,0,0,0,0,1/2025
37100,Los Mezquites,0,0,0,0,0,0,0,0,0,0,1/2025
37219,Los Murales,0,0,0,0,0,0,0,0,0,0,1/2025
37219,Los Murales II,0,0,0,0,0,0,0,0,0,0,1/2025
37210,Los Naranjos,2,0,0,0,0,0,0,0,0,0,1/2025
37410,Los Olivos,2,0,0,0,0,0,0,0,0,0,1/2025
37683,Los Olivos (El Nuevo Paraíso),0,0,0,0,0,0,0,0,0,0,1/2025
37328,Los Paraísos,0,2,0,0,0,0,0,0,0,0,1/2025
37269,Los Pinitos,0,0,0,0,0,0,0,0,0,0,1/2025
37490,Los Pinos,0,2,0,0,0,0,0,0,0,0,1/2025
37217,Los Pirules,2,0,0,0,0,0,0,0,0,0,1/2025
37258,Los Portones,0,0,0,0,0,0,0,0,0,0,1/2025
37688,Los Ramírez,0,0,0,0,0,0,0,0,0,0,1/2025
37683,Los Sauces,0,0,0,0,0,0,0,0,0,0,1/2025
37125,Los Sauces del Moral,0,0,0,0,0,0,0,0,0,0,1/2025
37687,Los Vallejo,0,0,0,0,0,0,0,0,0,0,1/2025
37470,Lourdes,0,0,0,0,2,0,0,0,0,0,1/2025
37680,Loza de los Padres,2,0,0,0,0,0,0,0,0,0,1/2025
37670,Lucio Blanco (Los Gavilanes),0,0,0,0,0,0,0,0,0,0,1/2025
37107,Luz de la Presa,0,0,0,0,0,0,0,0,0,0,1/2025
37109,Luz del Parque,0,0,0,0,0,0,0,0,0,0,1/2025
37548,Luz del Refugio,0,0,0,0,0,0,0,0,0,0,1/2025
37010,Luz María Diaz Infante,0,0,0,0,0,0,0,0,0,0,1/2025
37208,Lyrata Residencial,0,0,0,0,0,0,0,0,0,0,1/2025
37299,Magisterial,0,0,0,0,0,0,0,0,0,0,1/2025
37564,Maguro A.C.,0,0,0,0,0,0,0,0,0,0,1/2025
37667,Malagana (San Antonio del Monte),0,0,0,0,0,0,0,0,0,0,1/2025
37219,Manantiales,0,0,0,0,0,0,0,0,0,0,1/2025
37238,Maravillas,0,0,0,0,0,0,0,0,0,0,1/2025
37238,Maravillas II,0,0,0,0,2,0,0,0,0,0,1/2025
37238,Maravillas III,0,2,0,0,2,0,0,0,0,0,1/2025
37547,Marbella,0,0,0,0,0,0,0,0,0,0,1/2025
37547,Marbella II,0,0,0,0,0,0,0,0,0,0,1/2025
37125,Marfil,0,0,0,0,0,0,0,0,0,0,1/2025
37549,María de La Luz,0,0,0,0,0,0,0,0,0,0,1/2025
37550,María Dolores,0,0,0,0,0,0,0,0,0,0,1/2025
37295,Marroka Residencial,0,0,0,0,0,0,0,0,0,0,1/2025
37295,Marsol,0,0,0,0,0,0,0,0,0,0,1/2025
37238,Medina,0,0,0,0,0,0,0,0,0,0,1/2025
37530,Mega Price,0,0,0,0,0,0,0,0,0,0,1/2025
37697,Mesa de Ibarrilla,0,0,0,0,0,0,0,0,0,0,1/2025
37207,Mesitas del Consuelo,0,0,0,0,0,0,0,0,0,0,1/2025
37545,Mezquital 2000,0,0,0,0,0,0,0,0,0,0,1/2025
37545,Mezquital de Jerez,0,0,0,0,0,0,0,0,0,0,1/2025
37299,Mezquital del Carmen,0,0,0,0,0,0,0,0,0,0,1/2025
37240,Michoacán,0,2,0,0,2,0,0,0,0,0,1/2025
37427,Miguel de Cervantes Saavedra,0,0,0,0,0,0,0,0,0,0,1/2025
37487,Miguel Hidalgo,0,0,0,0,0,0,0,0,0,0,1/2025
37687,Miguel Hidalgo Dos (El Bordo),0,0,0,0,0,0,0,0,0,0,1/2025
37353,Mineral de la Joya,0,0,0,0,0,0,0,0,0,0,1/2025
37426,Mirador de Arbide,0,2,0,0,2,0,0,0,0,0,1/2025
37138,Mirador de Gran Jardín,0,0,0,0,0,0,0,0,0,0,1/2025
37204,Misión de La Florida,0,0,0,0,0,0,0,0,0,0,1/2025
37355,Misión de La Joya,0,0,0,0,0,0,0,0,0,0,1/2025
37279,Misión de La Luz,0,0,0,0,0,0,0,0,0,0,1/2025
37179,Misión de La Presa,0,0,0,0,0,0,0,0,0,0,1/2025
37218,Misión de San José,2,0,0,0,0,0,0,0,0,0,1/2025
37218,Misión de San José 2a Secc,0,0,0,0,0,0,0,0,0,0,1/2025
37296,Misión del Carmen,0,0,0,0,0,0,0,0,0,0,1/2025
37219,Misión del Norte,0,0,0,0,0,0,0,0,0,0,1/2025
37128,Misión La Cañada,0,0,0,0,0,0,0,0,0,0,1/2025
37353,Misión Santa Fe,0,0,0,0,0,0,0,0,0,0,1/2025
37328,Moderna,0,0,0,0,0,0,0,0,0,0,1/2025
37355,Montaña del Sol de La Joya,0,0,0,0,0,0,0,0,0,0,1/2025
37436,Monte de Cristo,0,0,0,0,0,0,0,0,0,0,1/2025
37685,Montebello,0,0,0,0,0,0,0,0,0,0,1/2025
37547,Montolivo,4,0,0,0,0,0,0,0,0,0,1/2025
37438,Morelos (el Guaje),0,0,0,0,0,0,0,0,0,0,1/2025
37544,Murano,0,0,0,0,0,0,0,0,0,0,1/2025
37683,Nápoles,0,0,0,0,0,0,0,0,0,0,1/2025
37289,Natura,0,0,0,0,0,0,0,0,0,0,1/2025
37549,Negrete,0,0,0,0,0,0,0,0,0,0,1/2025
37289,Niza,0,0,0,0,0,0,0,0,0,0,1/2025
37689,Noria de Septién (San José de San Juan),0,0,0,0,0,0,0,0,0,0,1/2025
37109,Norteña,0,0,0,0,0,0,0,0,0,0,1/2025
37234,Nte. San Antonio del Alambrado,0,0,0,0,0,0,0,0,0,0,1/2025
37557,Nte. Santa María de Cementos,0,0,0,0,0,0,0,0,0,0,1/2025
37260,Nueva Candelaria,0,0,0,0,0,0,0,0,0,0,1/2025
37685,Nueva Colonia San Carlos,0,2,2,0,4,0,0,0,0,0,1/2025
37210,Nueva Santa Rosa de Lima,0,0,0,0,0,0,0,0,0,0,1/2025
37299,Nuevo Amanecer,0,0,0,0,2,0,0,0,0,0,1/2025
37208,Nuevo León,0,0,0,0,0,0,0,0,0,0,1/2025
37687,Nuevo Lindero,0,0,0,0,0,0,0,0,0,0,1/2025
37548,Nuevo Milenio,0,0,0,0,0,0,0,0,0,0,1/2025
37660,Nuevo Progreso,0,0,0,0,0,0,0,0,0,0,1/2025
37295,Nuevo San Nicolás,0,0,0,0,0,0,0,0,0,0,1/2025
37654,Nuevo Valle de Moreno,0,0,0,0,0,0,0,0,0,0,1/2025
37289,Oasis,0,0,0,0,0,0,0,0,0,0,1/2025
37320,Obregón,0,6,0,2,6,0,0,0,0,0,1/2025
37340,Obrera,0,2,0,0,0,0,0,0,0,0,1/2025
37353,Observatorio,0,0,0,0,0,0,0,0,0,0,1/2025
37676,Ojo de Agua de los Reyes,0,0,0,0,0,0,0,0,0,0,1/2025
37207,Once de Junio,0,0,0,0,0,0,0,0,0,0,1/2025
37510,Oriental,0,0,0,0,0,0,0,0,0,0,1/2025
37510,Oriental Anaya,0,0,0,0,0,0,0,0,0,0,1/2025
37436,Ote. Monte de Cristo,0,0,0,0,0,0,0,0,0,0,1/2025
37530,Ote. Villas Santa Julia,0,0,0,0,0,0,0,0,0,0,1/2025
37207,Palenque de Ibarrilla,0,0,0,0,0,0,0,0,0,0,1/2025
37353,Palmas 2000,0,0,0,0,0,0,0,0,0,0,1/2025
37240,Palomares,0,0,0,0,0,0,0,0,0,0,1/2025
37160,Panorama,2,0,0,0,0,0,0,0,0,0,1/2025
37355,Paraíso de las Joyas,0,0,0,0,0,0,0,0,0,0,1/2025
37294,Paraíso Real,0,0,0,0,0,0,0,0,0,0,1/2025
37295,Parque Chapultepec,0,0,0,0,0,0,0,0,0,0,1/2025
37490,Parque Ecológico Santa Lucía,0,0,0,0,0,0,0,0,0,0,1/2025
37668,Parque Industrial Colinas de León,0,0,0,0,0,0,0,0,0,0,1/2025
37455,Parque Industrial La Trinidad,0,0,0,0,0,0,0,0,0,0,1/2025
37685,Parque Industrial León-Bajío,0,0,0,0,0,0,0,0,0,0,1/2025
37660,Parque Industrial San Pedro,0,0,0,0,0,0,0,0,0,0,1/2025
37570,Parque La Noria,2,0,0,0,0,0,0,0,0,0,1/2025
37510,Parque Manzanares,2,0,0,0,0,0,0,0,0,0,1/2025
37536,Parques de la Pradera,0,0,0,0,0,0,0,0,0,0,1/2025
37295,Parques de San Juan,0,0,0,0,0,0,0,0,0,0,1/2025
37536,Parques del Sur,2,0,0,0,4,0,0,0,0,0,1/2025
37570,Parques del Sur V,0,0,0,0,0,0,0,0,0,0,1/2025
37536,Paseo de la Pradera,0,0,0,0,0,0,0,0,0,0,1/2025
37118,Paseo de las Moras,0,0,0,0,0,0,0,0,0,0,1/2025
37210,Paseo de los Naranjos,0,0,0,0,0,0,0,0,0,0,1/2025
