CP,Colonia,RACH-F,RAN-F,RAT-F,RDV-F,RCV-F,RACH-S,RAN-S,RAT-S,RDV-S,RCV-S,Fecha,Periodo
37207,La Pera,0,0,0,0,0,0,0,0,0,0,2/2024,FEB-MAR-ABR-24
37207,La Pera,0,0,0,0,0,0,0,0,0,0,3/2024,FEB-MAR-ABR-24
37207,La Pera,0,0,0,0,0,0,0,0,0,0,4/2024,FEB-MAR-ABR-24
37355,La Perlita,0,0,0,0,0,0,1,0,0,0,2/2024,FEB-MAR-ABR-24
37355,La Perlita,0,0,0,0,0,0,0,0,0,0,3/2024,FEB-MAR-ABR-24
37355,La Perlita,0,0,0,0,0,0,0,0,0,0,4/2024,FEB-MAR-ABR-24
37414,La Piedrera,0,0,0,0,0,0,0,0,0,0,2/2024,FEB-MAR-ABR-24
37414,La Piedrera,0,0,0,0,0,1,0,0,0,0,3/2024,FEB-MAR-ABR-24
37414,La Piedrera,0,0,0,0,0,0,0,0,0,0,4/2024,FEB-MAR-ABR-24
37235,La Pirámide,0,0,0,0,0,0,0,0,0,0,2/2024,FEB-MAR-ABR-24
37235,La Pirámide,0,0,0,0,0,0,0,0,0,0,3/2024,FEB-MAR-ABR-24
37235,La Pirámide,0,0,0,0,0,0,0,0,0,0,4/2024,FEB-MAR-ABR-24
37440,La Piscina,0,0,0,0,0,0,0,0,0,0,2/2024,FEB-MAR-ABR-24
37440,La Piscina,0,0,0,0,1,0,2,0,0,1,3/2024,FEB-MAR-ABR-24
37440,La Piscina,0,0,0,0,0,0,1,0,0,1,4/2024,FEB-MAR-ABR-24
37444,La Piscina CTM,0,0,0,0,0,0,1,0,0,0,2/2024,FEB-MAR-ABR-24
37444,La Piscina CTM,1,0,0,0,0,0,0,1,0,1,3/2024,FEB-MAR-ABR-24
37444,La Piscina CTM,0,0,0,0,1,0,0,1,1,2,4/2024,FEB-MAR-ABR-24
37179,La Placita,0,0,0,0,0,0,0,0,0,0,2/2024,FEB-MAR-ABR-24
37179,La Placita,0,0,0,0,0,0,0,0,0,0,3/2024,FEB-MAR-ABR-24
37179,La Placita,0,0,0,0,0,0,0,0,0,0,4/2024,FEB-MAR-ABR-24
37109,La Pradera,0,0,0,0,0,0,0,0,0,0,2/2024,FEB-MAR-ABR-24
37109,La Pradera,0,0,0,0,0,0,0,0,0,0,3/2024,FEB-MAR-ABR-24
37109,La Pradera,0,0,0,0,0,0,0,0,0,0,4/2024,FEB-MAR-ABR-24
37358,La Presa de la Joya,0,0,0,0,0,0,0,0,0,0,2/2024,FEB-MAR-ABR-24
37358,La Presa de la Joya,0,0,0,0,0,0,0,0,0,0,3/2024,FEB-MAR-ABR-24
37358,La Presa de la Joya,0,0,0,0,0,0,0,0,0,0,4/2024,FEB-MAR-ABR-24
37673,La Providencia,0,0,0,0,0,0,0,0,0,0,2/2024,FEB-MAR-ABR-24
37673,La Providencia,0,0,0,0,0,0,0,0,0,0,3/2024,FEB-MAR-ABR-24
37673,La Providencia,0,0,0,0,0,0,0,0,0,0,4/2024,FEB-MAR-ABR-24
37178,La Puerta de Hierro,0,0,0,0,0,0,0,0,0,0,2/2024,FEB-MAR-ABR-24
37178,La Puerta de Hierro,0,0,0,0,0,0,0,0,0,0,3/2024,FEB-MAR-ABR-24
37178,La Puerta de Hierro,0,0,0,0,0,0,0,0,0,0,4/2024,FEB-MAR-ABR-24
37669,La Querencia,0,0,0,0,0,0,0,0,0,0,2/2024,FEB-MAR-ABR-24
37669,La Querencia,0,0,0,0,0,0,0,0,0,0,3/2024,FEB-MAR-ABR-24
37669,La Querencia,0,0,0,0,0,0,0,0,0,0,4/2024,FEB-MAR-ABR-24
37538,La Raza,0,0,0,0,0,0,0,0,0,0,2/2024,FEB-MAR-ABR-24
37538,La Raza,0,0,0,0,0,0,0,0,0,0,3/2024,FEB-MAR-ABR-24
37538,La Raza,0,0,0,0,0,0,0,0,0,0,4/2024,FEB-MAR-ABR-24
37665,La Reserva,0,0,0,0,0,0,0,0,0,0,2/2024,FEB-MAR-ABR-24
37665,La Reserva,0,0,0,0,0,0,0,2,0,1,3/2024,FEB-MAR-ABR-24
37665,La Reserva,0,0,0,0,0,0,0,0,0,0,4/2024,FEB-MAR-ABR-24
37547,La Rosa Amarilla,0,0,0,0,0,0,0,0,0,0,2/2024,FEB-MAR-ABR-24
37547,La Rosa Amarilla,0,0,0,0,0,0,0,0,0,0,3/2024,FEB-MAR-ABR-24
37547,La Rosa Amarilla,0,0,0,0,0,0,0,0,0,0,4/2024,FEB-MAR-ABR-24
37207,La Santa Cruz,0,0,0,0,0,0,0,0,0,0,2/2024,FEB-MAR-ABR-24
37207,La Santa Cruz,0,0,0,0,0,0,0,0,0,0,3/2024,FEB-MAR-ABR-24
37207,La Santa Cruz,0,0,0,0,1,0,0,0,0,0,4/2024,FEB-MAR-ABR-24
37687,La Sardina,0,0,0,0,0,0,0,0,0,0,2/2024,FEB-MAR-ABR-24
37687,La Sardina,0,0,0,0,0,0,0,0,0,0,3/2024,FEB-MAR-ABR-24
37687,La Sardina,0,0,0,0,0,0,0,0,0,0,4/2024,FEB-MAR-ABR-24
37207,La Selva,0,0,0,0,0,0,0,0,0,0,2/2024,FEB-MAR-ABR-24
37207,La Selva,0,0,0,0,1,0,0,0,0,0,3/2024,FEB-MAR-ABR-24
37207,La Selva,0,0,0,0,0,0,0,1,0,1,4/2024,FEB-MAR-ABR-24
37664,La Soledad,0,0,0,0,0,0,0,0,0,0,2/2024,FEB-MAR-ABR-24
37664,La Soledad,0,0,0,0,0,0,0,0,0,0,3/2024,FEB-MAR-ABR-24
37664,La Soledad,0,0,0,0,0,0,0,0,0,0,4/2024,FEB-MAR-ABR-24
37294,La Tinaja,0,0,0,0,0,0,0,0,0,0,2/2024,FEB-MAR-ABR-24
37294,La Tinaja,0,0,0,0,0,0,1,0,0,0,3/2024,FEB-MAR-ABR-24
37294,La Tinaja,0,0,0,0,0,0,0,0,0,0,4/2024,FEB-MAR-ABR-24
37693,La Valenciana,0,0,0,0,0,0,0,0,0,0,2/2024,FEB-MAR-ABR-24
37693,La Valenciana,0,0,0,0,0,0,0,0,0,0,3/2024,FEB-MAR-ABR-24
37693,La Valenciana,0,0,0,0,0,0,0,0,0,0,4/2024,FEB-MAR-ABR-24
37664,La Venta,0,0,0,0,0,0,0,0,0,0,2/2024,FEB-MAR-ABR-24
37664,La Venta,0,0,0,0,0,0,0,1,0,1,3/2024,FEB-MAR-ABR-24
37664,La Venta,0,0,0,0,0,0,0,0,1,1,4/2024,FEB-MAR-ABR-24
37290,La Vigatta,0,0,0,0,0,0,0,0,0,0,2/2024,FEB-MAR-ABR-24
37290,La Vigatta,0,1,0,0,0,0,0,0,0,0,3/2024,FEB-MAR-ABR-24
37290,La Vigatta,0,0,0,0,0,0,0,0,0,0,4/2024,FEB-MAR-ABR-24
37140,La Virgen,0,0,0,0,0,0,0,0,0,0,2/2024,FEB-MAR-ABR-24
37140,La Virgen,0,0,0,0,0,0,0,0,0,0,3/2024,FEB-MAR-ABR-24
37140,La Virgen,0,0,0,0,0,0,0,0,0,0,4/2024,FEB-MAR-ABR-24
37536,La Yesca,0,0,0,0,1,0,1,0,1,1,2/2024,FEB-MAR-ABR-24
37536,La Yesca,1,0,0,0,0,1,0,1,0,1,3/2024,FEB-MAR-ABR-24
37536,La Yesca,1,0,0,0,0,0,0,0,0,0,4/2024,FEB-MAR-ABR-24
37539,Ladera de Jerez,0,0,0,0,0,0,0,0,0,0,2/2024,FEB-MAR-ABR-24
37539,Ladera de Jerez,0,0,0,0,0,0,0,0,0,0,3/2024,FEB-MAR-ABR-24
37539,Ladera de Jerez,0,0,0,0,0,0,0,0,0,0,4/2024,FEB-MAR-ABR-24
37207,Laderas de Ibarrilla,0,0,0,0,0,0,0,0,0,0,2/2024,FEB-MAR-ABR-24
37207,Laderas de Ibarrilla,0,0,0,0,0,0,0,0,0,0,3/2024,FEB-MAR-ABR-24
37207,Laderas de Ibarrilla,0,0,0,0,0,0,0,0,0,0,4/2024,FEB-MAR-ABR-24
37680,Ladrilleras del Refugio,1,0,0,0,1,0,0,0,0,0,2/2024,FEB-MAR-ABR-24
37680,Ladrilleras del Refugio,0,0,0,1,1,0,0,0,1,1,3/2024,FEB-MAR-ABR-24
37680,Ladrilleras del Refugio,0,0,0,0,0,0,0,0,0,0,4/2024,FEB-MAR-ABR-24
37238,Lagos de Medina,0,0,0,0,0,0,0,1,0,1,2/2024,FEB-MAR-ABR-24
37238,Lagos de Medina,0,0,0,0,0,0,0,0,0,0,3/2024,FEB-MAR-ABR-24
37238,Lagos de Medina,0,0,0,0,0,0,0,0,0,0,4/2024,FEB-MAR-ABR-24
37125,Lagos del Campestre,0,0,0,0,0,0,0,0,0,0,2/2024,FEB-MAR-ABR-24
37125,Lagos del Campestre,0,0,0,0,0,0,0,0,0,0,3/2024,FEB-MAR-ABR-24
37125,Lagos del Campestre,0,0,0,0,0,0,0,0,0,0,4/2024,FEB-MAR-ABR-24
37669,Lagunillas,0,0,0,0,0,0,0,1,1,1,2/2024,FEB-MAR-ABR-24
37669,Lagunillas,0,0,0,0,0,0,2,0,1,1,3/2024,FEB-MAR-ABR-24
37669,Lagunillas,0,0,0,0,0,0,1,0,0,1,4/2024,FEB-MAR-ABR-24
37118,Las Águilas,0,0,0,0,0,0,0,0,0,0,2/2024,FEB-MAR-ABR-24
37118,Las Águilas,0,0,0,0,0,0,0,1,0,1,3/2024,FEB-MAR-ABR-24
37118,Las Águilas,0,0,0,0,0,0,0,0,0,0,4/2024,FEB-MAR-ABR-24
37179,Las Alamedas,0,0,0,0,0,0,0,0,0,0,2/2024,FEB-MAR-ABR-24
37179,Las Alamedas,0,0,0,0,0,0,0,0,0,0,3/2024,FEB-MAR-ABR-24
37179,Las Alamedas,0,0,0,0,0,0,0,0,0,0,4/2024,FEB-MAR-ABR-24
37390,Las Américas,1,0,0,0,0,0,0,2,0,0,2/2024,FEB-MAR-ABR-24
37390,Las Américas,0,0,0,0,1,0,0,0,1,1,3/2024,FEB-MAR-ABR-24
37390,Las Américas,0,0,0,0,0,0,1,1,1,0,4/2024,FEB-MAR-ABR-24
37480,Las Arboledas,0,0,0,0,0,0,0,0,0,0,2/2024,FEB-MAR-ABR-24
37480,Las Arboledas,0,0,0,0,1,0,0,2,0,1,3/2024,FEB-MAR-ABR-24
37480,Las Arboledas,0,1,0,0,0,0,1,0,0,0,4/2024,FEB-MAR-ABR-24
37107,Las Arrayanes II,0,0,0,0,0,0,0,0,0,0,2/2024,FEB-MAR-ABR-24
37107,Las Arrayanes II,0,0,0,0,0,0,0,0,0,0,3/2024,FEB-MAR-ABR-24
37107,Las Arrayanes II,0,0,0,0,0,0,0,0,0,0,4/2024,FEB-MAR-ABR-24
37358,Las Camelinas,0,0,0,0,0,0,0,0,0,0,2/2024,FEB-MAR-ABR-24
37358,Las Camelinas,0,0,0,0,0,1,0,0,0,0,3/2024,FEB-MAR-ABR-24
37358,Las Camelinas,0,0,0,0,0,1,0,0,0,0,4/2024,FEB-MAR-ABR-24
37689,Las Cinco Llagas,0,0,0,0,0,0,0,0,0,0,2/2024,FEB-MAR-ABR-24
37689,Las Cinco Llagas,0,0,0,0,0,0,0,0,0,0,3/2024,FEB-MAR-ABR-24
37689,Las Cinco Llagas,0,0,0,0,0,0,0,0,0,0,4/2024,FEB-MAR-ABR-24
37673,Las Coloradas,0,0,0,0,0,0,0,0,0,0,2/2024,FEB-MAR-ABR-24
37673,Las Coloradas,0,0,0,0,0,0,0,0,0,0,3/2024,FEB-MAR-ABR-24
37673,Las Coloradas,0,0,0,0,0,0,0,0,0,0,4/2024,FEB-MAR-ABR-24
37670,Las Delgadas Cinco (Ejido Duarte),0,0,0,0,0,0,0,0,0,0,2/2024,FEB-MAR-ABR-24
37670,Las Delgadas Cinco (Ejido Duarte),0,0,0,0,0,0,0,0,0,0,3/2024,FEB-MAR-ABR-24
37670,Las Delgadas Cinco (Ejido Duarte),0,0,0,0,0,0,0,0,0,0,4/2024,FEB-MAR-ABR-24
37290,Las Flores,0,0,0,0,0,1,0,0,0,0,2/2024,FEB-MAR-ABR-24
37290,Las Flores,0,0,0,0,0,0,1,0,0,1,3/2024,FEB-MAR-ABR-24
37290,Las Flores,0,0,0,0,0,0,0,0,0,0,4/2024,FEB-MAR-ABR-24
37270,Las Fuentes,0,0,0,0,0,1,0,0,1,1,2/2024,FEB-MAR-ABR-24
37270,Las Fuentes,0,0,0,0,1,0,0,0,1,0,3/2024,FEB-MAR-ABR-24
37270,Las Fuentes,0,0,0,0,0,0,0,1,0,0,4/2024,FEB-MAR-ABR-24
37278,Las Fuentes de San Pedro,0,0,0,0,0,0,0,0,0,0,2/2024,FEB-MAR-ABR-24
37278,Las Fuentes de San Pedro,0,0,0,0,0,0,0,0,0,0,3/2024,FEB-MAR-ABR-24
37278,Las Fuentes de San Pedro,0,0,0,0,0,0,0,0,0,0,4/2024,FEB-MAR-ABR-24
37276,Las Glorias,0,0,0,0,1,0,0,0,0,0,2/2024,FEB-MAR-ABR-24
37276,Las Glorias,0,0,0,0,0,0,0,0,0,0,3/2024,FEB-MAR-ABR-24
37276,Las Glorias,0,0,0,0,0,0,0,0,0,0,4/2024,FEB-MAR-ABR-24
37407,Las Hilamas,0,0,0,0,0,0,0,0,0,0,2/2024,FEB-MAR-ABR-24
37407,Las Hilamas,0,0,0,0,1,0,0,1,0,0,3/2024,FEB-MAR-ABR-24
37407,Las Hilamas,0,0,0,0,0,0,0,1,0,0,4/2024,FEB-MAR-ABR-24
37430,Las Huertas,0,0,0,0,0,0,0,0,0,0,2/2024,FEB-MAR-ABR-24
37430,Las Huertas,1,0,0,0,0,1,0,0,0,0,3/2024,FEB-MAR-ABR-24
37430,Las Huertas,0,0,0,0,0,0,0,0,0,0,4/2024,FEB-MAR-ABR-24
37696,Las Ladrilleras,0,0,0,0,0,0,0,0,0,0,2/2024,FEB-MAR-ABR-24
37696,Las Ladrilleras,0,0,0,0,0,0,0,0,0,0,3/2024,FEB-MAR-ABR-24
37696,Las Ladrilleras,0,0,0,0,0,0,0,0,0,0,4/2024,FEB-MAR-ABR-24
37419,Las Mandarinas,0,0,0,0,0,0,0,0,0,1,2/2024,FEB-MAR-ABR-24
37419,Las Mandarinas,1,2,0,0,3,1,0,1,1,2,3/2024,FEB-MAR-ABR-24
37419,Las Mandarinas,0,0,0,0,0,2,0,2,0,1,4/2024,FEB-MAR-ABR-24
37179,Las Mansiones Residencial,0,0,0,0,0,0,0,0,0,0,2/2024,FEB-MAR-ABR-24
37179,Las Mansiones Residencial,0,0,0,0,0,0,0,0,0,0,3/2024,FEB-MAR-ABR-24
37179,Las Mansiones Residencial,0,0,0,0,0,0,0,0,0,0,4/2024,FEB-MAR-ABR-24
37468,Las Margaritas,0,0,0,0,1,0,2,0,1,0,2/2024,FEB-MAR-ABR-24
37468,Las Margaritas,0,1,0,0,0,0,1,0,0,0,3/2024,FEB-MAR-ABR-24
37468,Las Margaritas,0,0,0,0,0,0,0,0,0,1,4/2024,FEB-MAR-ABR-24
37425,Las Palmas,0,1,0,0,1,0,2,0,0,2,2/2024,FEB-MAR-ABR-24
37425,Las Palmas,0,0,0,0,0,0,1,0,0,0,3/2024,FEB-MAR-ABR-24
37425,Las Palmas,0,1,0,0,0,0,1,1,0,1,4/2024,FEB-MAR-ABR-24
37683,Las Palomas,0,0,0,0,0,0,0,0,0,0,2/2024,FEB-MAR-ABR-24
37683,Las Palomas,0,0,0,0,0,0,0,0,0,0,3/2024,FEB-MAR-ABR-24
37683,Las Palomas,0,0,0,0,0,0,0,0,0,0,4/2024,FEB-MAR-ABR-24
37207,Las Presitas,0,0,0,0,0,0,0,0,0,0,2/2024,FEB-MAR-ABR-24
37207,Las Presitas,0,0,0,0,0,0,0,0,0,0,3/2024,FEB-MAR-ABR-24
37207,Las Presitas,0,0,0,0,0,0,0,0,0,0,4/2024,FEB-MAR-ABR-24
37207,Las Presitas del Consuelo,0,0,0,0,0,0,1,0,0,1,2/2024,FEB-MAR-ABR-24
37207,Las Presitas del Consuelo,0,0,0,0,0,0,0,0,0,0,3/2024,FEB-MAR-ABR-24
37207,Las Presitas del Consuelo,0,0,0,0,0,1,0,0,0,0,4/2024,FEB-MAR-ABR-24
37207,Las Presitas II,0,0,0,0,0,0,0,0,0,0,2/2024,FEB-MAR-ABR-24
37207,Las Presitas II,0,0,0,0,0,0,0,0,0,0,3/2024,FEB-MAR-ABR-24
37207,Las Presitas II,0,0,0,0,0,0,0,0,0,0,4/2024,FEB-MAR-ABR-24
37125,Las Quintas,1,0,0,0,0,0,0,0,0,0,2/2024,FEB-MAR-ABR-24
37125,Las Quintas,0,0,0,0,0,0,0,0,0,0,3/2024,FEB-MAR-ABR-24
37125,Las Quintas,0,0,0,0,0,0,0,0,0,0,4/2024,FEB-MAR-ABR-24
37279,Las Rosas,0,0,0,0,0,0,0,0,0,0,2/2024,FEB-MAR-ABR-24
37279,Las Rosas,0,0,0,0,0,1,0,0,0,0,3/2024,FEB-MAR-ABR-24
37279,Las Rosas,0,0,0,0,0,0,0,0,0,0,4/2024,FEB-MAR-ABR-24
37557,Las Sendas,0,0,0,0,0,0,0,0,0,0,2/2024,FEB-MAR-ABR-24
37557,Las Sendas,0,0,0,0,0,0,0,0,0,0,3/2024,FEB-MAR-ABR-24
37557,Las Sendas,0,0,0,0,0,0,0,0,0,0,4/2024,FEB-MAR-ABR-24
37667,Las Tablas de Santa Rosa (Ignacio González),0,0,0,0,0,0,0,0,0,0,2/2024,FEB-MAR-ABR-24
37667,Las Tablas de Santa Rosa (Ignacio González),0,0,0,0,0,0,0,0,0,0,3/2024,FEB-MAR-ABR-24
37667,Las Tablas de Santa Rosa (Ignacio González),0,0,0,0,0,0,1,0,0,0,4/2024,FEB-MAR-ABR-24
37109,Las Tiritas,0,0,0,0,0,0,0,1,0,1,2/2024,FEB-MAR-ABR-24
37109,Las Tiritas,0,0,0,0,0,0,0,0,0,0,3/2024,FEB-MAR-ABR-24
37109,Las Tiritas,0,0,0,0,0,0,0,0,0,0,4/2024,FEB-MAR-ABR-24
37697,Las Toronjas,0,0,0,0,0,0,0,0,0,0,2/2024,FEB-MAR-ABR-24
37697,Las Toronjas,0,0,0,0,0,0,0,0,0,0,3/2024,FEB-MAR-ABR-24
37697,Las Toronjas,0,0,0,0,0,0,0,0,0,0,4/2024,FEB-MAR-ABR-24
37355,Las Torres,0,0,0,0,0,0,0,0,0,0,2/2024,FEB-MAR-ABR-24
37355,Las Torres,0,0,0,0,0,0,0,0,0,0,3/2024,FEB-MAR-ABR-24
37355,Las Torres,0,0,0,0,0,0,0,0,0,0,4/2024,FEB-MAR-ABR-24
37204,Las Torres de Santa Rosa,0,0,0,0,0,0,0,0,0,0,2/2024,FEB-MAR-ABR-24
37204,Las Torres de Santa Rosa,0,0,0,0,0,0,0,0,0,0,3/2024,FEB-MAR-ABR-24
37204,Las Torres de Santa Rosa,0,0,0,0,0,0,0,0,0,0,4/2024,FEB-MAR-ABR-24
37227,Las Trojes,0,1,0,0,2,2,2,2,0,4,2/2024,FEB-MAR-ABR-24
37227,Las Trojes,0,2,0,0,1,0,3,4,1,8,3/2024,FEB-MAR-ABR-24
37227,Las Trojes,1,2,0,1,2,0,2,1,0,4,4/2024,FEB-MAR-ABR-24
37295,Las Villas,0,0,0,0,0,0,0,0,1,0,2/2024,FEB-MAR-ABR-24
37295,Las Villas,0,0,0,0,0,0,0,0,0,0,3/2024,FEB-MAR-ABR-24
37295,Las Villas,0,0,0,0,0,0,0,0,0,0,4/2024,FEB-MAR-ABR-24
37660,Latinoamericana,0,0,0,0,0,0,0,0,0,0,2/2024,FEB-MAR-ABR-24
37660,Latinoamericana,0,0,0,0,0,0,0,0,0,0,3/2024,FEB-MAR-ABR-24
37660,Latinoamericana,0,0,0,0,0,0,0,0,0,0,4/2024,FEB-MAR-ABR-24
37207,Laureles de La Selva,0,0,0,0,0,0,1,0,0,0,2/2024,FEB-MAR-ABR-24
37207,Laureles de La Selva,0,0,0,0,0,0,0,0,0,0,3/2024,FEB-MAR-ABR-24
37207,Laureles de La Selva,0,0,0,0,0,1,0,0,0,0,4/2024,FEB-MAR-ABR-24
37260,Laureles Vallarta,0,0,0,0,0,0,0,0,0,0,2/2024,FEB-MAR-ABR-24
37260,Laureles Vallarta,0,0,0,0,0,0,0,0,0,0,3/2024,FEB-MAR-ABR-24
37260,Laureles Vallarta,0,0,0,0,0,0,0,0,0,0,4/2024,FEB-MAR-ABR-24
37235,León I,0,0,0,3,1,2,6,5,2,10,2/2024,FEB-MAR-ABR-24
37235,León I,0,1,0,1,6,4,10,14,4,22,3/2024,FEB-MAR-ABR-24
37235,León I,1,2,0,1,3,2,5,7,1,10,4/2024,FEB-MAR-ABR-24
37408,León II,1,1,0,1,1,3,4,1,4,0,2/2024,FEB-MAR-ABR-24
37408,León II,0,0,0,0,1,2,0,4,0,2,3/2024,FEB-MAR-ABR-24
37408,León II,0,1,0,0,0,0,1,5,2,8,4/2024,FEB-MAR-ABR-24
37480,León Moderno,1,2,0,0,0,0,7,1,0,2,2/2024,FEB-MAR-ABR-24
37480,León Moderno,0,1,0,0,1,0,2,2,0,1,3/2024,FEB-MAR-ABR-24
37480,León Moderno,3,0,0,1,0,3,3,1,0,2,4/2024,FEB-MAR-ABR-24
37548,Libertad,0,0,0,0,0,0,0,1,0,1,2/2024,FEB-MAR-ABR-24
37548,Libertad,0,0,0,0,0,0,0,1,0,0,3/2024,FEB-MAR-ABR-24
37548,Libertad,1,1,0,0,0,0,2,2,0,2,4/2024,FEB-MAR-ABR-24
37230,Linares,0,1,0,0,0,0,1,1,1,2,2/2024,FEB-MAR-ABR-24
37230,Linares,0,1,0,0,1,0,0,0,0,0,3/2024,FEB-MAR-ABR-24
37230,Linares,0,0,0,0,0,0,0,0,1,0,4/2024,FEB-MAR-ABR-24
37300,Lindavista,0,0,0,0,0,0,0,0,1,0,2/2024,FEB-MAR-ABR-24
37300,Lindavista,0,0,0,0,0,0,2,0,0,0,3/2024,FEB-MAR-ABR-24
37300,Lindavista,0,0,0,0,0,0,1,1,0,0,4/2024,FEB-MAR-ABR-24
37420,Loma Bonita,0,0,0,0,1,1,2,2,1,5,2/2024,FEB-MAR-ABR-24
37420,Loma Bonita,0,0,0,0,0,1,0,1,1,1,3/2024,FEB-MAR-ABR-24
37420,Loma Bonita,0,1,0,0,1,0,1,2,3,2,4/2024,FEB-MAR-ABR-24
37683,Loma de los Sauces,0,0,0,0,0,2,0,0,0,0,2/2024,FEB-MAR-ABR-24
37683,Loma de los Sauces,0,0,0,0,0,0,0,0,0,0,3/2024,FEB-MAR-ABR-24
37683,Loma de los Sauces,0,0,0,0,0,0,0,0,0,0,4/2024,FEB-MAR-ABR-24
37359,Loma Dorada,0,2,0,0,0,1,3,0,0,1,2/2024,FEB-MAR-ABR-24
37359,Loma Dorada,0,0,0,0,0,3,0,1,0,1,3/2024,FEB-MAR-ABR-24
37359,Loma Dorada,1,0,0,0,0,1,0,1,0,0,4/2024,FEB-MAR-ABR-24
37690,Loma Griega,0,0,0,0,0,0,0,0,0,0,2/2024,FEB-MAR-ABR-24
37690,Loma Griega,0,0,0,0,0,0,0,0,0,0,3/2024,FEB-MAR-ABR-24
37690,Loma Griega,0,0,0,0,0,0,1,0,0,0,4/2024,FEB-MAR-ABR-24
37538,Loma Hermosa,0,0,0,0,0,0,0,0,1,0,2/2024,FEB-MAR-ABR-24
37538,Loma Hermosa,1,0,0,0,0,0,0,0,0,0,3/2024,FEB-MAR-ABR-24
37538,Loma Hermosa,0,0,0,0,0,0,0,0,0,1,4/2024,FEB-MAR-ABR-24
37419,Loma Real,0,0,0,0,0,0,0,0,1,0,2/2024,FEB-MAR-ABR-24
37419,Loma Real,0,0,0,0,0,0,0,0,0,0,3/2024,FEB-MAR-ABR-24
37419,Loma Real,0,0,0,0,0,0,0,0,0,0,4/2024,FEB-MAR-ABR-24
37295,Loma Verde,0,0,0,0,0,0,0,0,0,0,2/2024,FEB-MAR-ABR-24
37295,Loma Verde,0,0,0,0,0,0,0,0,0,0,3/2024,FEB-MAR-ABR-24
37295,Loma Verde,0,0,0,0,0,0,0,0,0,0,4/2024,FEB-MAR-ABR-24
37368,Lomas de Arbide,0,0,0,0,0,0,0,0,0,0,2/2024,FEB-MAR-ABR-24
37368,Lomas de Arbide,0,0,0,0,0,0,0,0,0,0,3/2024,FEB-MAR-ABR-24
37368,Lomas de Arbide,0,0,0,0,0,0,0,0,0,0,4/2024,FEB-MAR-ABR-24
37683,Lomas de Comanjilla,1,0,0,0,0,0,0,0,1,1,2/2024,FEB-MAR-ABR-24
37683,Lomas de Comanjilla,0,0,0,0,0,0,0,0,1,1,3/2024,FEB-MAR-ABR-24
37683,Lomas de Comanjilla,0,0,0,0,0,0,0,0,1,1,4/2024,FEB-MAR-ABR-24
37358,Lomas de Contreras,0,0,0,0,0,0,0,0,0,0,2/2024,FEB-MAR-ABR-24
37358,Lomas de Contreras,0,0,0,0,0,0,0,0,0,0,3/2024,FEB-MAR-ABR-24
37358,Lomas de Contreras,0,0,0,0,0,0,0,0,0,0,4/2024,FEB-MAR-ABR-24
37208,Lomas de Echeveste,0,0,0,0,0,1,0,0,1,0,2/2024,FEB-MAR-ABR-24
37208,Lomas de Echeveste,0,0,0,0,0,0,0,1,1,0,3/2024,FEB-MAR-ABR-24
37208,Lomas de Echeveste,0,0,0,0,0,0,0,2,0,1,4/2024,FEB-MAR-ABR-24
37134,Lomas de Gran Jardín,1,0,0,0,0,1,1,0,0,0,2/2024,FEB-MAR-ABR-24
37134,Lomas de Gran Jardín,0,0,0,0,0,0,0,0,0,0,3/2024,FEB-MAR-ABR-24
37134,Lomas de Gran Jardín,0,0,0,0,0,0,0,0,0,0,4/2024,FEB-MAR-ABR-24
37209,Lomas de Guadalupe,1,0,0,0,0,1,0,0,0,0,2/2024,FEB-MAR-ABR-24
37209,Lomas de Guadalupe,0,0,0,0,0,0,0,0,0,0,3/2024,FEB-MAR-ABR-24
37209,Lomas de Guadalupe,0,0,0,0,0,0,0,0,0,0,4/2024,FEB-MAR-ABR-24
37207,Lomas de Ibarrilla,0,0,0,0,0,0,0,0,0,0,2/2024,FEB-MAR-ABR-24
37207,Lomas de Ibarrilla,0,0,0,0,0,0,0,0,0,0,3/2024,FEB-MAR-ABR-24
37207,Lomas de Ibarrilla,0,0,0,0,0,0,0,0,0,0,4/2024,FEB-MAR-ABR-24
37538,Lomas de Jerez,0,0,0,0,0,0,0,0,0,0,2/2024,FEB-MAR-ABR-24
37538,Lomas de Jerez,1,0,0,1,0,0,0,1,1,0,3/2024,FEB-MAR-ABR-24
37538,Lomas de Jerez,0,0,0,1,0,0,1,0,0,0,4/2024,FEB-MAR-ABR-24
37680,Lomas de la Loza,0,0,0,0,0,0,1,0,0,1,2/2024,FEB-MAR-ABR-24
37680,Lomas de la Loza,0,0,0,0,0,0,0,0,0,0,3/2024,FEB-MAR-ABR-24
37680,Lomas de la Loza,0,0,0,0,0,1,0,0,0,1,4/2024,FEB-MAR-ABR-24
37353,Lomas de La Paz,0,0,0,0,0,0,0,0,0,0,2/2024,FEB-MAR-ABR-24
37353,Lomas de La Paz,0,0,0,0,0,1,0,0,0,0,3/2024,FEB-MAR-ABR-24
37353,Lomas de La Paz,0,0,0,0,0,2,0,0,1,2,4/2024,FEB-MAR-ABR-24
37440,Lomas de La Piscina,0,0,0,0,0,0,1,0,0,0,2/2024,FEB-MAR-ABR-24
37440,Lomas de La Piscina,0,1,0,0,1,1,0,0,0,0,3/2024,FEB-MAR-ABR-24
37440,Lomas de La Piscina,0,0,0,0,1,1,1,0,0,0,4/2024,FEB-MAR-ABR-24
