CP,Colonia,RACH-F,RAN-F,RAT-F,RDV-F,RCV-F,RACH-S,RAN-S,RAT-S,RDV-S,RCV-S,Fecha,Periodo
37549,Negrete,0,0,0,0,0,0,0,0,0,0,5/2025,MAY-JUN-JUL-24
37549,Negrete,0,0,0,0,0,0,0,0,0,0,6/2025,MAY-JUN-JUL-24
37549,Negrete,0,0,0,0,0,0,0,0,0,0,7/2025,MAY-JUN-JUL-24
37289,Niza,0,0,0,0,0,0,0,0,0,0,5/2025,MAY-JUN-JUL-24
37289,Niza,0,0,0,0,0,0,0,0,0,0,6/2025,MAY-JUN-JUL-24
37289,Niza,0,0,0,0,0,0,0,0,0,0,7/2025,MAY-JUN-JUL-24
37689,Noria de Septién (San José de San Juan),0,0,0,0,0,0,0,0,0,0,5/2025,MAY-JUN-JUL-24
37689,Noria de Septién (San José de San Juan),1,0,0,0,0,0,0,0,0,0,6/2025,MAY-JUN-JUL-24
37689,Noria de Septién (San José de San Juan),0,0,0,0,0,0,0,0,0,0,7/2025,MAY-JUN-JUL-24
37109,Norteña,0,0,0,0,0,0,0,0,0,0,5/2025,MAY-JUN-JUL-24
37109,Norteña,0,0,0,0,0,0,0,0,0,0,6/2025,MAY-JUN-JUL-24
37109,Norteña,0,0,0,0,0,0,0,0,0,0,7/2025,MAY-JUN-JUL-24
37234,Nte. San Antonio del Alambrado,0,0,0,0,0,0,0,0,0,0,5/2025,MAY-JUN-JUL-24
37234,Nte. San Antonio del Alambrado,0,0,0,0,0,0,0,0,1,0,6/2025,MAY-JUN-JUL-24
37234,Nte. San Antonio del Alambrado,0,0,0,0,0,0,0,0,0,0,7/2025,MAY-JUN-JUL-24
37557,Nte. Santa María de Cementos,0,0,0,0,0,0,0,1,0,1,5/2025,MAY-JUN-JUL-24
37557,Nte. Santa María de Cementos,0,0,0,0,0,0,0,0,0,0,6/2025,MAY-JUN-JUL-24
37557,Nte. Santa María de Cementos,0,0,0,0,0,0,0,0,0,0,7/2025,MAY-JUN-JUL-24
37260,Nueva Candelaria,0,0,0,0,0,0,0,0,0,0,5/2025,MAY-JUN-JUL-24
37260,Nueva Candelaria,0,0,0,0,0,0,2,0,0,2,6/2025,MAY-JUN-JUL-24
37260,Nueva Candelaria,1,0,0,0,0,0,0,1,0,1,7/2025,MAY-JUN-JUL-24
37685,Nueva Colonia San Carlos,0,0,0,0,0,0,1,0,0,0,5/2025,MAY-JUN-JUL-24
37685,Nueva Colonia San Carlos,0,0,0,0,0,0,0,0,0,0,6/2025,MAY-JUN-JUL-24
37685,Nueva Colonia San Carlos,1,0,0,0,0,0,0,0,0,0,7/2025,MAY-JUN-JUL-24
37210,Nueva Santa Rosa de Lima,0,0,0,0,0,0,0,1,0,0,5/2025,MAY-JUN-JUL-24
37210,Nueva Santa Rosa de Lima,0,0,0,0,0,0,0,0,0,0,6/2025,MAY-JUN-JUL-24
37210,Nueva Santa Rosa de Lima,0,0,0,1,1,0,0,0,0,0,7/2025,MAY-JUN-JUL-24
37299,Nuevo Amanecer,0,0,0,0,0,0,0,0,0,0,5/2025,MAY-JUN-JUL-24
37299,Nuevo Amanecer,0,1,0,0,1,0,0,0,0,0,6/2025,MAY-JUN-JUL-24
37299,Nuevo Amanecer,0,0,0,0,0,0,0,2,0,3,7/2025,MAY-JUN-JUL-24
37208,Nuevo León,0,0,0,0,0,0,0,2,0,1,5/2025,MAY-JUN-JUL-24
37208,Nuevo León,0,0,0,0,0,0,0,0,0,0,6/2025,MAY-JUN-JUL-24
37208,Nuevo León,0,0,0,0,0,0,1,1,0,1,7/2025,MAY-JUN-JUL-24
37687,Nuevo Lindero,0,0,0,0,0,0,0,0,0,0,5/2025,MAY-JUN-JUL-24
37687,Nuevo Lindero,0,0,0,1,0,0,0,0,0,0,6/2025,MAY-JUN-JUL-24
37687,Nuevo Lindero,0,0,0,0,0,0,0,0,0,0,7/2025,MAY-JUN-JUL-24
37548,Nuevo Milenio,0,0,0,0,0,0,0,0,0,0,5/2025,MAY-JUN-JUL-24
37548,Nuevo Milenio,0,0,0,0,0,0,0,0,0,0,6/2025,MAY-JUN-JUL-24
37548,Nuevo Milenio,0,0,0,0,0,0,0,0,0,0,7/2025,MAY-JUN-JUL-24
37660,Nuevo Progreso,0,0,0,0,0,0,0,0,0,0,5/2025,MAY-JUN-JUL-24
37660,Nuevo Progreso,0,0,0,0,0,0,0,0,0,0,6/2025,MAY-JUN-JUL-24
37660,Nuevo Progreso,0,0,0,0,0,0,0,0,0,0,7/2025,MAY-JUN-JUL-24
37295,Nuevo San Nicolás,1,0,0,0,0,0,0,1,1,1,5/2025,MAY-JUN-JUL-24
37295,Nuevo San Nicolás,0,0,0,0,0,0,0,0,0,0,6/2025,MAY-JUN-JUL-24
37295,Nuevo San Nicolás,0,0,0,0,0,0,0,0,0,0,7/2025,MAY-JUN-JUL-24
37654,Nuevo Valle de Moreno,0,0,0,0,0,0,0,0,0,0,5/2025,MAY-JUN-JUL-24
37654,Nuevo Valle de Moreno,0,0,0,0,0,0,0,0,0,0,6/2025,MAY-JUN-JUL-24
37654,Nuevo Valle de Moreno,0,0,0,0,0,0,0,0,0,0,7/2025,MAY-JUN-JUL-24
37289,Oasis,0,0,0,0,0,0,0,0,0,0,5/2025,MAY-JUN-JUL-24
37289,Oasis,0,0,0,0,0,0,0,0,0,0,6/2025,MAY-JUN-JUL-24
37289,Oasis,0,0,0,0,0,0,0,0,0,0,7/2025,MAY-JUN-JUL-24
37320,Obregón,0,1,0,0,0,1,4,5,1,2,5/2025,MAY-JUN-JUL-24
37320,Obregón,1,0,0,0,0,0,0,9,3,7,6/2025,MAY-JUN-JUL-24
37320,Obregón,2,3,0,0,2,1,5,5,1,6,7/2025,MAY-JUN-JUL-24
37340,Obrera,1,1,0,0,0,0,2,2,0,1,5/2025,MAY-JUN-JUL-24
37340,Obrera,1,2,0,0,0,1,1,4,0,0,6/2025,MAY-JUN-JUL-24
37340,Obrera,0,0,0,0,0,1,0,0,1,0,7/2025,MAY-JUN-JUL-24
37353,Observatorio,1,0,0,0,1,0,1,0,0,0,5/2025,MAY-JUN-JUL-24
37353,Observatorio,0,0,0,0,0,0,0,1,0,1,6/2025,MAY-JUN-JUL-24
37353,Observatorio,0,0,0,0,0,0,0,1,0,2,7/2025,MAY-JUN-JUL-24
37676,Ojo de Agua de los Reyes,0,0,0,0,0,1,0,0,0,0,5/2025,MAY-JUN-JUL-24
37676,Ojo de Agua de los Reyes,0,0,0,0,1,0,0,1,0,1,6/2025,MAY-JUN-JUL-24
37676,Ojo de Agua de los Reyes,0,0,0,0,0,0,0,0,0,0,7/2025,MAY-JUN-JUL-24
37207,Once de Junio,0,0,0,0,0,0,0,0,0,0,5/2025,MAY-JUN-JUL-24
37207,Once de Junio,0,0,0,0,0,0,0,0,0,0,6/2025,MAY-JUN-JUL-24
37207,Once de Junio,0,0,0,0,0,0,0,0,0,0,7/2025,MAY-JUN-JUL-24
37510,Oriental,0,0,0,2,0,1,0,0,0,0,5/2025,MAY-JUN-JUL-24
37510,Oriental,0,0,0,0,0,0,0,1,1,1,6/2025,MAY-JUN-JUL-24
37510,Oriental,0,0,0,0,0,0,1,8,0,1,7/2025,MAY-JUN-JUL-24
37510,Oriental Anaya,0,0,0,0,1,0,0,0,0,0,5/2025,MAY-JUN-JUL-24
37510,Oriental Anaya,0,0,0,0,0,0,0,0,0,0,6/2025,MAY-JUN-JUL-24
37510,Oriental Anaya,0,0,0,0,0,0,0,0,0,0,7/2025,MAY-JUN-JUL-24
37436,Ote. Monte de Cristo,0,0,0,0,0,0,0,0,0,0,5/2025,MAY-JUN-JUL-24
37436,Ote. Monte de Cristo,0,0,0,0,0,0,0,0,0,0,6/2025,MAY-JUN-JUL-24
37436,Ote. Monte de Cristo,0,0,0,0,0,0,0,0,0,0,7/2025,MAY-JUN-JUL-24
37530,Ote. Villas Santa Julia,0,0,0,0,0,0,0,1,0,1,5/2025,MAY-JUN-JUL-24
37530,Ote. Villas Santa Julia,0,0,0,0,0,0,0,0,0,0,6/2025,MAY-JUN-JUL-24
37530,Ote. Villas Santa Julia,0,0,0,0,0,0,1,0,0,0,7/2025,MAY-JUN-JUL-24
37207,Palenque de Ibarrilla,0,0,0,0,0,0,0,0,0,0,5/2025,MAY-JUN-JUL-24
37207,Palenque de Ibarrilla,0,0,0,0,0,0,0,0,0,0,6/2025,MAY-JUN-JUL-24
37207,Palenque de Ibarrilla,0,0,0,0,0,0,0,0,0,0,7/2025,MAY-JUN-JUL-24
37353,Palmas 2000,0,0,0,0,0,0,0,0,0,0,5/2025,MAY-JUN-JUL-24
37353,Palmas 2000,0,1,0,0,1,0,0,0,0,0,6/2025,MAY-JUN-JUL-24
37353,Palmas 2000,0,0,0,0,0,0,0,0,0,0,7/2025,MAY-JUN-JUL-24
37240,Palomares,0,0,0,0,0,0,0,0,0,0,5/2025,MAY-JUN-JUL-24
37240,Palomares,0,1,0,0,1,0,0,0,0,1,6/2025,MAY-JUN-JUL-24
37240,Palomares,0,1,0,0,1,0,0,0,0,0,7/2025,MAY-JUN-JUL-24
37160,Panorama,0,0,0,0,0,0,0,1,0,1,5/2025,MAY-JUN-JUL-24
37160,Panorama,1,1,0,0,0,0,1,0,0,0,6/2025,MAY-JUN-JUL-24
37160,Panorama,1,0,0,1,0,0,1,0,1,1,7/2025,MAY-JUN-JUL-24
37355,Paraíso de las Joyas,0,0,0,0,0,0,0,0,0,0,5/2025,MAY-JUN-JUL-24
37355,Paraíso de las Joyas,0,0,0,0,0,0,0,0,0,0,6/2025,MAY-JUN-JUL-24
37355,Paraíso de las Joyas,0,0,0,0,0,0,0,0,0,0,7/2025,MAY-JUN-JUL-24
37294,Paraíso Real,0,0,0,0,0,0,1,0,0,0,5/2025,MAY-JUN-JUL-24
37294,Paraíso Real,0,0,0,0,0,0,1,0,0,1,6/2025,MAY-JUN-JUL-24
37294,Paraíso Real,0,0,0,0,0,2,0,0,1,0,7/2025,MAY-JUN-JUL-24
37295,Parque Chapultepec,0,0,0,0,0,0,0,0,0,0,5/2025,MAY-JUN-JUL-24
37295,Parque Chapultepec,0,0,0,0,0,0,0,0,0,0,6/2025,MAY-JUN-JUL-24
37295,Parque Chapultepec,0,0,0,0,0,0,0,0,0,1,7/2025,MAY-JUN-JUL-24
37490,Parque Ecológico Santa Lucía,0,0,0,0,0,0,0,0,0,0,5/2025,MAY-JUN-JUL-24
37490,Parque Ecológico Santa Lucía,0,0,0,0,0,0,0,0,0,0,6/2025,MAY-JUN-JUL-24
37490,Parque Ecológico Santa Lucía,0,0,0,0,0,0,0,0,0,0,7/2025,MAY-JUN-JUL-24
37668,Parque Industrial Colinas de León,0,0,0,0,0,0,0,0,0,0,5/2025,MAY-JUN-JUL-24
37668,Parque Industrial Colinas de León,0,0,0,0,0,0,0,0,0,0,6/2025,MAY-JUN-JUL-24
37668,Parque Industrial Colinas de León,0,0,0,0,0,0,0,1,0,1,7/2025,MAY-JUN-JUL-24
37455,Parque Industrial La Trinidad,0,0,0,0,0,0,0,0,0,0,5/2025,MAY-JUN-JUL-24
37455,Parque Industrial La Trinidad,0,0,0,0,0,0,0,0,0,0,6/2025,MAY-JUN-JUL-24
37455,Parque Industrial La Trinidad,0,0,0,0,0,0,0,0,0,0,7/2025,MAY-JUN-JUL-24
37685,Parque Industrial León-Bajío,0,0,0,0,0,0,0,0,0,0,5/2025,MAY-JUN-JUL-24
37685,Parque Industrial León-Bajío,0,0,0,0,0,0,0,0,0,0,6/2025,MAY-JUN-JUL-24
37685,Parque Industrial León-Bajío,0,0,0,0,0,0,0,0,0,0,7/2025,MAY-JUN-JUL-24
37660,Parque Industrial San Pedro,0,0,0,0,0,0,0,0,0,0,5/2025,MAY-JUN-JUL-24
37660,Parque Industrial San Pedro,0,0,0,0,0,0,0,0,0,0,6/2025,MAY-JUN-JUL-24
37660,Parque Industrial San Pedro,0,0,0,0,0,0,0,0,0,0,7/2025,MAY-JUN-JUL-24
37570,Parque La Noria,0,0,0,0,0,0,0,2,0,2,5/2025,MAY-JUN-JUL-24
37570,Parque La Noria,1,1,0,0,0,2,1,1,0,0,6/2025,MAY-JUN-JUL-24
37570,Parque La Noria,0,0,0,0,0,3,0,5,0,4,7/2025,MAY-JUN-JUL-24
37510,Parque Manzanares,0,1,0,0,0,1,1,0,0,0,5/2025,MAY-JUN-JUL-24
37510,Parque Manzanares,0,0,0,0,0,1,1,0,0,1,6/2025,MAY-JUN-JUL-24
37510,Parque Manzanares,0,0,0,0,2,0,0,2,1,1,7/2025,MAY-JUN-JUL-24
37536,Parques de la Pradera,1,0,0,0,0,1,0,0,0,0,5/2025,MAY-JUN-JUL-24
37536,Parques de la Pradera,0,0,0,0,0,0,0,0,0,0,6/2025,MAY-JUN-JUL-24
37536,Parques de la Pradera,0,0,0,0,0,0,0,0,0,0,7/2025,MAY-JUN-JUL-24
37295,Parques de San Juan,0,1,0,0,1,2,0,0,0,0,5/2025,MAY-JUN-JUL-24
37295,Parques de San Juan,0,0,0,0,1,0,2,1,0,1,6/2025,MAY-JUN-JUL-24
37295,Parques de San Juan,0,0,0,0,0,1,0,0,0,0,7/2025,MAY-JUN-JUL-24
37536,Parques del Sur,1,0,0,0,0,1,0,0,0,0,5/2025,MAY-JUN-JUL-24
37536,Parques del Sur,1,0,0,0,1,1,0,0,0,0,6/2025,MAY-JUN-JUL-24
37536,Parques del Sur,0,0,0,0,0,0,0,0,0,0,7/2025,MAY-JUN-JUL-24
37570,Parques del Sur V,0,0,0,0,0,0,0,0,0,0,5/2025,MAY-JUN-JUL-24
37570,Parques del Sur V,0,0,0,0,0,0,0,0,0,0,6/2025,MAY-JUN-JUL-24
37570,Parques del Sur V,0,0,0,0,0,0,0,0,0,0,7/2025,MAY-JUN-JUL-24
37536,Paseo de la Pradera,0,0,0,0,0,0,0,1,0,0,5/2025,MAY-JUN-JUL-24
37536,Paseo de la Pradera,0,0,0,0,0,0,0,0,0,0,6/2025,MAY-JUN-JUL-24
37536,Paseo de la Pradera,0,0,0,0,0,0,0,0,0,0,7/2025,MAY-JUN-JUL-24
37118,Paseo de las Moras,0,0,0,0,0,0,0,0,0,0,5/2025,MAY-JUN-JUL-24
37118,Paseo de las Moras,0,0,0,0,0,0,0,0,0,0,6/2025,MAY-JUN-JUL-24
37118,Paseo de las Moras,0,0,0,0,0,0,0,0,0,0,7/2025,MAY-JUN-JUL-24
37210,Paseo de los Naranjos,0,0,0,0,0,0,0,1,0,0,5/2025,MAY-JUN-JUL-24
37210,Paseo de los Naranjos,0,0,0,0,0,0,0,0,0,0,6/2025,MAY-JUN-JUL-24
37210,Paseo de los Naranjos,0,0,0,0,0,0,0,0,0,0,7/2025,MAY-JUN-JUL-24
37425,Paseos de Andalucía,0,0,0,0,0,0,0,0,0,0,5/2025,MAY-JUN-JUL-24
37425,Paseos de Andalucía,0,0,0,0,0,0,0,0,0,0,6/2025,MAY-JUN-JUL-24
37425,Paseos de Andalucía,0,0,0,0,0,0,0,0,0,0,7/2025,MAY-JUN-JUL-24
37549,Paseos de La Castellana,1,0,0,0,0,3,0,0,0,0,5/2025,MAY-JUN-JUL-24
37549,Paseos de La Castellana,0,0,0,0,0,0,0,0,1,0,6/2025,MAY-JUN-JUL-24
37549,Paseos de La Castellana,0,0,0,0,0,1,2,0,1,0,7/2025,MAY-JUN-JUL-24
37408,Paseos de la Cima,0,0,0,0,0,1,1,0,1,1,5/2025,MAY-JUN-JUL-24
37408,Paseos de la Cima,1,0,0,0,1,1,2,1,1,3,6/2025,MAY-JUN-JUL-24
37408,Paseos de la Cima,0,0,0,0,0,0,0,0,0,0,7/2025,MAY-JUN-JUL-24
37408,Paseos de La Cima Plus,0,0,0,0,0,0,0,0,0,0,5/2025,MAY-JUN-JUL-24
37408,Paseos de La Cima Plus,0,0,0,1,0,0,0,0,0,0,6/2025,MAY-JUN-JUL-24
37408,Paseos de La Cima Plus,0,0,0,0,0,0,0,0,0,0,7/2025,MAY-JUN-JUL-24
37358,Paseos de la Fragua,0,0,0,0,0,0,0,1,0,1,5/2025,MAY-JUN-JUL-24
37358,Paseos de la Fragua,0,0,0,0,0,1,0,0,0,1,6/2025,MAY-JUN-JUL-24
37358,Paseos de la Fragua,0,0,0,0,0,0,0,0,0,0,7/2025,MAY-JUN-JUL-24
37355,Paseos de La Joya,0,0,0,0,0,0,0,0,1,1,5/2025,MAY-JUN-JUL-24
37355,Paseos de La Joya,0,0,0,0,0,0,0,0,0,0,6/2025,MAY-JUN-JUL-24
37355,Paseos de La Joya,0,0,0,0,0,0,0,0,0,0,7/2025,MAY-JUN-JUL-24
37536,Paseos de la Pradera,0,0,0,0,0,0,0,0,0,0,5/2025,MAY-JUN-JUL-24
37536,Paseos de la Pradera,0,0,0,0,0,0,0,0,0,0,6/2025,MAY-JUN-JUL-24
37536,Paseos de la Pradera,0,0,0,0,0,0,0,0,0,0,7/2025,MAY-JUN-JUL-24
37669,Paseos de las Torres,0,0,0,0,1,1,0,1,0,1,5/2025,MAY-JUN-JUL-24
37669,Paseos de las Torres,1,0,0,0,0,5,0,1,0,0,6/2025,MAY-JUN-JUL-24
37669,Paseos de las Torres,0,0,0,0,0,2,0,0,0,0,7/2025,MAY-JUN-JUL-24
37238,Paseos de Maravillas,0,0,0,0,0,1,0,0,0,0,5/2025,MAY-JUN-JUL-24
37238,Paseos de Maravillas,0,0,0,0,0,0,0,0,0,0,6/2025,MAY-JUN-JUL-24
37238,Paseos de Maravillas,0,0,0,0,0,0,0,0,0,0,7/2025,MAY-JUN-JUL-24
37408,Paseos de Miravalle,0,0,0,0,0,1,1,0,0,2,5/2025,MAY-JUN-JUL-24
37408,Paseos de Miravalle,0,0,0,0,0,0,1,0,0,1,6/2025,MAY-JUN-JUL-24
37408,Paseos de Miravalle,0,0,0,0,0,0,0,4,0,2,7/2025,MAY-JUN-JUL-24
37400,Paseos de San Ángel,0,0,0,0,0,0,0,0,0,0,5/2025,MAY-JUN-JUL-24
37400,Paseos de San Ángel,0,0,0,0,0,0,0,0,0,0,6/2025,MAY-JUN-JUL-24
37400,Paseos de San Ángel,0,0,0,0,0,0,0,0,0,0,7/2025,MAY-JUN-JUL-24
37218,Paseos del Arroyo,0,0,0,0,0,0,0,0,0,0,5/2025,MAY-JUN-JUL-24
37218,Paseos del Arroyo,0,0,0,0,0,0,0,0,0,0,6/2025,MAY-JUN-JUL-24
37218,Paseos del Arroyo,0,0,0,0,0,0,0,0,0,0,7/2025,MAY-JUN-JUL-24
37178,Paseos del Bosque,0,0,0,0,0,0,0,0,0,0,5/2025,MAY-JUN-JUL-24
37178,Paseos del Bosque,0,0,0,0,0,0,0,0,0,0,6/2025,MAY-JUN-JUL-24
37178,Paseos del Bosque,0,0,0,0,0,0,0,0,0,0,7/2025,MAY-JUN-JUL-24
37358,Paseos del Country,0,0,0,0,0,0,0,2,1,1,5/2025,MAY-JUN-JUL-24
37358,Paseos del Country,0,0,0,0,0,0,0,0,0,0,6/2025,MAY-JUN-JUL-24
37358,Paseos del Country,0,0,0,0,0,0,0,0,0,0,7/2025,MAY-JUN-JUL-24
37478,Paseos del Maurel,0,0,0,0,0,0,1,0,0,2,5/2025,MAY-JUN-JUL-24
37478,Paseos del Maurel,1,0,0,0,0,0,0,0,0,0,6/2025,MAY-JUN-JUL-24
37478,Paseos del Maurel,0,0,0,0,1,0,0,0,0,0,7/2025,MAY-JUN-JUL-24
37295,Paseos del Molino,0,0,0,0,0,0,0,2,0,1,5/2025,MAY-JUN-JUL-24
37295,Paseos del Molino,1,0,0,0,0,2,0,0,0,1,6/2025,MAY-JUN-JUL-24
37295,Paseos del Molino,1,0,0,0,0,3,1,1,0,3,7/2025,MAY-JUN-JUL-24
37209,Paso del Río de los Castillo,0,0,0,0,0,0,0,0,0,0,5/2025,MAY-JUN-JUL-24
37209,Paso del Río de los Castillo,0,0,0,0,0,0,0,0,0,0,6/2025,MAY-JUN-JUL-24
37209,Paso del Río de los Castillo,0,0,0,0,0,0,0,1,0,1,7/2025,MAY-JUN-JUL-24
37538,Pedregal de Jerez,0,0,0,0,0,0,0,0,0,0,5/2025,MAY-JUN-JUL-24
37538,Pedregal de Jerez,0,0,0,0,0,0,0,0,0,0,6/2025,MAY-JUN-JUL-24
37538,Pedregal de Jerez,0,0,0,0,0,0,0,0,0,0,7/2025,MAY-JUN-JUL-24
37299,Pedregal de San Carlos,0,0,0,0,0,0,0,0,0,0,5/2025,MAY-JUN-JUL-24
37299,Pedregal de San Carlos,0,0,0,0,1,0,0,0,0,0,6/2025,MAY-JUN-JUL-24
37299,Pedregal de San Carlos,0,0,0,0,0,0,0,0,0,0,7/2025,MAY-JUN-JUL-24
37400,Pedregal de Satélite,0,0,0,0,0,0,0,0,0,0,5/2025,MAY-JUN-JUL-24
37400,Pedregal de Satélite,0,0,0,0,0,0,0,0,0,0,6/2025,MAY-JUN-JUL-24
37400,Pedregal de Satélite,0,1,0,0,0,0,0,1,0,1,7/2025,MAY-JUN-JUL-24
37170,Pedregal del Campestre,0,0,0,0,0,0,0,0,0,0,5/2025,MAY-JUN-JUL-24
37170,Pedregal del Campestre,0,0,0,0,0,0,0,0,0,0,6/2025,MAY-JUN-JUL-24
37170,Pedregal del Campestre,0,0,0,0,0,0,0,0,0,0,7/2025,MAY-JUN-JUL-24
37299,Pedregal del Carmen,0,1,0,0,0,0,0,2,0,1,5/2025,MAY-JUN-JUL-24
37299,Pedregal del Carmen,0,0,0,0,0,0,0,0,0,0,6/2025,MAY-JUN-JUL-24
37299,Pedregal del Carmen,0,1,0,0,0,0,0,2,0,1,7/2025,MAY-JUN-JUL-24
37296,Pedregal del Gigante,0,0,0,0,0,0,0,0,0,0,5/2025,MAY-JUN-JUL-24
37296,Pedregal del Gigante,0,0,0,0,0,0,0,0,0,0,6/2025,MAY-JUN-JUL-24
37296,Pedregal del Gigante,0,0,0,0,0,1,0,0,0,0,7/2025,MAY-JUN-JUL-24
37353,Pedregal del Sol,0,0,0,0,0,1,0,0,0,0,5/2025,MAY-JUN-JUL-24
37353,Pedregal del Sol,0,0,0,0,0,0,0,0,0,0,6/2025,MAY-JUN-JUL-24
37353,Pedregal del Sol,0,0,0,0,0,0,0,0,0,1,7/2025,MAY-JUN-JUL-24
37100,Pedregales de Echeveste,0,0,0,0,0,0,0,0,0,0,5/2025,MAY-JUN-JUL-24
37100,Pedregales de Echeveste,0,0,0,0,0,0,0,0,1,0,6/2025,MAY-JUN-JUL-24
37100,Pedregales de Echeveste,0,0,0,0,0,0,0,0,0,0,7/2025,MAY-JUN-JUL-24
37238,Peña Alta,0,0,0,0,0,0,0,0,0,0,5/2025,MAY-JUN-JUL-24
37238,Peña Alta,0,0,0,0,0,0,0,0,0,0,6/2025,MAY-JUN-JUL-24
37238,Peña Alta,0,0,0,0,0,0,0,0,0,0,7/2025,MAY-JUN-JUL-24
37180,Peñitas,0,1,0,0,0,0,3,0,0,0,5/2025,MAY-JUN-JUL-24
37180,Peñitas,0,1,0,0,1,0,0,0,0,0,6/2025,MAY-JUN-JUL-24
37180,Peñitas,0,0,0,0,0,0,1,0,0,0,7/2025,MAY-JUN-JUL-24
37683,Peñuelas,0,0,0,0,0,0,0,0,0,0,5/2025,MAY-JUN-JUL-24
37683,Peñuelas,0,0,0,0,0,0,0,0,0,0,6/2025,MAY-JUN-JUL-24
37683,Peñuelas,0,0,0,0,0,0,0,0,0,0,7/2025,MAY-JUN-JUL-24
37433,Periodistas Mexicanos (J. López),0,1,0,0,0,1,1,0,0,0,5/2025,MAY-JUN-JUL-24
37433,Periodistas Mexicanos (J. López),0,0,0,0,0,0,0,1,0,1,6/2025,MAY-JUN-JUL-24
37433,Periodistas Mexicanos (J. López),0,1,0,0,0,1,0,0,0,0,7/2025,MAY-JUN-JUL-24
37299,Pía Monte,0,0,0,0,0,0,0,0,0,0,5/2025,MAY-JUN-JUL-24
37299,Pía Monte,0,1,0,0,0,0,0,0,0,0,6/2025,MAY-JUN-JUL-24
37299,Pía Monte,0,1,0,0,0,0,0,0,0,0,7/2025,MAY-JUN-JUL-24
37295,Piedra Azul II,0,0,0,0,0,0,0,0,0,0,5/2025,MAY-JUN-JUL-24
37295,Piedra Azul II,0,0,0,0,0,0,0,0,0,0,6/2025,MAY-JUN-JUL-24
37295,Piedra Azul II,0,0,0,0,0,0,0,0,0,0,7/2025,MAY-JUN-JUL-24
37295,Piedra Azul l,0,0,0,0,0,0,0,0,0,1,5/2025,MAY-JUN-JUL-24
37295,Piedra Azul l,0,0,0,0,0,0,0,0,0,0,6/2025,MAY-JUN-JUL-24
37295,Piedra Azul l,0,0,0,0,0,1,0,1,0,1,7/2025,MAY-JUN-JUL-24
37665,Piedra Blanca,0,0,0,0,0,0,0,0,0,0,5/2025,MAY-JUN-JUL-24
37665,Piedra Blanca,0,0,0,0,0,0,0,0,0,0,6/2025,MAY-JUN-JUL-24
37665,Piedra Blanca,0,0,0,0,0,0,1,0,0,1,7/2025,MAY-JUN-JUL-24
37310,Piletas I,0,0,0,0,0,0,0,0,0,0,5/2025,MAY-JUN-JUL-24
37310,Piletas I,0,1,0,0,1,2,0,2,0,2,6/2025,MAY-JUN-JUL-24
37310,Piletas I,0,0,0,0,0,0,0,0,1,0,7/2025,MAY-JUN-JUL-24
37310,Piletas II,0,0,0,0,0,1,0,0,0,0,5/2025,MAY-JUN-JUL-24
37310,Piletas II,0,0,0,0,0,0,0,0,0,0,6/2025,MAY-JUN-JUL-24
37310,Piletas II,0,0,0,0,0,0,0,0,0,0,7/2025,MAY-JUN-JUL-24
37315,Piletas III,0,0,0,0,0,0,0,0,1,1,5/2025,MAY-JUN-JUL-24
37315,Piletas III,0,0,0,0,0,0,0,0,0,0,6/2025,MAY-JUN-JUL-24
37315,Piletas III,0,0,0,0,0,0,0,0,0,0,7/2025,MAY-JUN-JUL-24
37316,Piletas IV,0,0,0,0,0,0,0,0,0,0,5/2025,MAY-JUN-JUL-24
37316,Piletas IV,0,0,0,0,0,1,0,0,0,0,6/2025,MAY-JUN-JUL-24
37316,Piletas IV,0,0,0,1,0,0,0,1,0,1,7/2025,MAY-JUN-JUL-24
37545,Pinar del Tajo,0,0,0,0,0,0,0,0,0,0,5/2025,MAY-JUN-JUL-24
37545,Pinar del Tajo,0,0,0,0,0,0,0,0,0,0,6/2025,MAY-JUN-JUL-24
37545,Pinar del Tajo,0,0,0,0,0,0,0,0,0,0,7/2025,MAY-JUN-JUL-24
37128,Pirules Residencial,0,0,0,0,0,0,0,0,0,0,5/2025,MAY-JUN-JUL-24
37128,Pirules Residencial,0,0,0,0,0,0,0,0,0,0,6/2025,MAY-JUN-JUL-24
37128,Pirules Residencial,0,0,0,0,0,0,0,0,0,0,7/2025,MAY-JUN-JUL-24
37666,Plan de Ayala (Santa Rosa),0,0,0,0,0,1,0,1,0,1,5/2025,MAY-JUN-JUL-24
37666,Plan de Ayala (Santa Rosa),0,0,0,0,0,0,0,1,0,2,6/2025,MAY-JUN-JUL-24
37666,Plan de Ayala (Santa Rosa),0,0,0,0,0,0,0,0,0,2,7/2025,MAY-JUN-JUL-24
37687,Plan Guanajuato (La Sandía),0,0,0,0,0,0,0,0,0,0,5/2025,MAY-JUN-JUL-24
37687,Plan Guanajuato (La Sandía),0,0,0,0,1,0,0,0,0,0,6/2025,MAY-JUN-JUL-24
37687,Plan Guanajuato (La Sandía),0,0,0,0,0,0,0,0,0,0,7/2025,MAY-JUN-JUL-24
37450,Plaza de Toros,0,0,0,0,0,0,0,1,2,0,5/2025,MAY-JUN-JUL-24
37450,Plaza de Toros,0,0,0,0,1,1,0,0,0,0,6/2025,MAY-JUN-JUL-24
37450,Plaza de Toros,0,0,0,0,0,0,0,0,0,0,7/2025,MAY-JUN-JUL-24
